,sheet_name,Player_Name,Opponent,Game#,Result,metric,val
1513,2023-11-06,"#1 Pegues, JP",,,,PPS,
1514,2023-11-10,"#1 Pegues, JP",Belmont,2.0,W,PPS,1.0952380952380953
1515,2023-11-16,"#1 Pegues, JP",(N)Liberty,3.0,L,PPS,1.0238095238095237
1516,2023-11-17,"#1 Pegues, JP",(N)Coastal,4.0,W,PPS,1.14
1517,2023-11-19,"#1 Pegues, JP",(N)Wyoming,5.0,L,PPS,1.0675675675675675
1518,2023-11-25,"#1 Pegues, JP",@UAB,6.0,L,PPS,0.9883720930232558
1519,2023-11-28,"#1 Pegues, JP",SC State,7.0,W,PPS,0.9896907216494846
1520,2023-12-02,"#1 Pegues, JP",@Princeton,8.0,L,PPS,1.0091743119266054
1521,2023-12-04,"#1 Pegues, JP",@Arkansas,9.0,L,PPS,0.9924242424242424
1522,2023-12-09,"#1 Pegues, JP",Bob Jones,10.0,W,PPS,1.062937062937063
1523,2023-12-14,"#1 Pegues, JP",@Tulane,11.0,L,PPS,1.0710059171597632
1524,2023-12-19,"#1 Pegues, JP",Presbyterian,12.0,W,PPS,1.10989010989011
1525,2023-12-30,"#1 Pegues, JP",,,,PPS,1.1160220994475138
1526,2024-01-03,"#1 Pegues, JP",,,,PPS,1.1160220994475138
1527,2024-01-06,"#1 Pegues, JP",@Chattanooga,15.0,L,PPS,1.0480769230769231
1528,2024-01-10,"#1 Pegues, JP",Citadel,16.0,W,PPS,1.0654205607476634
1529,2024-01-13,"#1 Pegues, JP",ETSU,17.0,W,PPS,1.0464135021097047
1530,2023-11-06,"#4 VanderWal, Ben",NGU,1.0,W,PPS,0.6428571428571429
1531,2023-11-10,"#4 VanderWal, Ben",Belmont,2.0,W,PPS,0.64
1532,2023-11-16,"#4 VanderWal, Ben",(N)Liberty,3.0,L,PPS,0.7142857142857143
1533,2023-11-17,"#4 VanderWal, Ben",,,,PPS,0.7352941176470589
1534,2023-11-19,"#4 VanderWal, Ben",(N)Wyoming,5.0,L,PPS,0.7567567567567568
1535,2023-11-25,"#4 VanderWal, Ben",,,,PPS,0.7777777777777778
1536,2023-11-28,"#4 VanderWal, Ben",,,,PPS,0.7777777777777778
1537,2023-12-02,"#4 VanderWal, Ben",@Princeton,8.0,L,PPS,0.7045454545454546
1538,2023-12-04,"#4 VanderWal, Ben",@Arkansas,9.0,L,PPS,0.7254901960784313
1539,2023-12-09,"#4 VanderWal, Ben",Bob Jones,10.0,W,PPS,0.75
1540,2023-12-14,"#4 VanderWal, Ben",@Tulane,11.0,L,PPS,0.746031746031746
1541,2023-12-19,"#4 VanderWal, Ben",Presbyterian,12.0,W,PPS,0.7571428571428571
1542,2023-12-30,"#4 VanderWal, Ben",Anderson,13.0,L,PPS,0.7142857142857143
1543,2024-01-03,"#4 VanderWal, Ben",@UNCG,14.0,L,PPS,0.7294117647058823
1544,2024-01-06,"#4 VanderWal, Ben",@Chattanooga,15.0,L,PPS,0.7368421052631579
1545,2024-01-10,"#4 VanderWal, Ben",Citadel,16.0,W,PPS,0.7920792079207921
1546,2024-01-13,"#4 VanderWal, Ben",ETSU,17.0,W,PPS,0.8113207547169812
1547,2023-11-06,"#5 Foster, Marcus",NGU,1.0,W,PPS,0.8947368421052632
1548,2023-11-10,"#5 Foster, Marcus",Belmont,2.0,W,PPS,1.03125
1549,2023-11-16,"#5 Foster, Marcus",(N)Liberty,3.0,L,PPS,1.105263157894737
1550,2023-11-17,"#5 Foster, Marcus",(N)Coastal,4.0,W,PPS,1.0689655172413792
1551,2023-11-19,"#5 Foster, Marcus",(N)Wyoming,5.0,L,PPS,1.099009900990099
1552,2023-11-25,"#5 Foster, Marcus",@UAB,6.0,L,PPS,1.1129032258064515
1553,2023-11-28,"#5 Foster, Marcus",SC State,7.0,W,PPS,1.1079136690647482
1554,2023-12-02,"#5 Foster, Marcus",@Princeton,8.0,L,PPS,1.1214285714285714
1555,2023-12-04,"#5 Foster, Marcus",,,,PPS,1.1214285714285714
1556,2023-12-09,"#5 Foster, Marcus",,,,PPS,1.1214285714285714
1557,2023-12-14,"#5 Foster, Marcus",,,,PPS,1.1214285714285714
1558,2023-12-19,"#5 Foster, Marcus",,,,PPS,1.1214285714285714
1559,2023-12-30,"#5 Foster, Marcus",,,,PPS,1.1214285714285714
1560,2024-01-03,"#5 Foster, Marcus",,,,PPS,1.1214285714285714
1561,2024-01-06,"#5 Foster, Marcus",,,,PPS,1.1214285714285714
1562,2024-01-10,"#5 Foster, Marcus",,,,PPS,1.1214285714285714
1563,2024-01-13,"#5 Foster, Marcus",,,,PPS,1.1214285714285714
1564,2023-11-06,"#11 Whitt, Carter",NGU,1.0,W,PPS,1.0
1565,2023-11-10,"#11 Whitt, Carter",Belmont,2.0,W,PPS,0.8421052631578947
1566,2023-11-16,"#11 Whitt, Carter",(N)Liberty,3.0,L,PPS,0.8076923076923077
1567,2023-11-17,"#11 Whitt, Carter",(N)Coastal,4.0,W,PPS,1.0
1568,2023-11-19,"#11 Whitt, Carter",(N)Wyoming,5.0,L,PPS,1.0204081632653061
1569,2023-11-25,"#11 Whitt, Carter",@UAB,6.0,L,PPS,1.0363636363636364
1570,2023-11-28,"#11 Whitt, Carter",SC State,7.0,W,PPS,1.046875
1571,2023-12-02,"#11 Whitt, Carter",@Princeton,8.0,L,PPS,1.0909090909090908
1572,2023-12-04,"#11 Whitt, Carter",@Arkansas,9.0,L,PPS,1.0238095238095237
1573,2023-12-09,"#11 Whitt, Carter",Bob Jones,10.0,W,PPS,1.0344827586206897
1574,2023-12-14,"#11 Whitt, Carter",@Tulane,11.0,L,PPS,0.98
1575,2023-12-19,"#11 Whitt, Carter",Presbyterian,12.0,W,PPS,0.9722222222222222
1576,2023-12-30,"#11 Whitt, Carter",Anderson,13.0,L,PPS,0.9583333333333334
1577,2024-01-03,"#11 Whitt, Carter",@UNCG,14.0,L,PPS,0.92
1578,2024-01-06,"#11 Whitt, Carter",@Chattanooga,15.0,L,PPS,0.9074074074074074
1579,2024-01-10,"#11 Whitt, Carter",Citadel,16.0,W,PPS,0.926829268292683
1580,2024-01-13,"#11 Whitt, Carter",ETSU,17.0,W,PPS,0.9378531073446328
1581,2023-11-06,"#12 Molnar, Davis",NGU,1.0,W,PPS,1.1666666666666667
1582,2023-11-10,"#12 Molnar, Davis",Belmont,2.0,W,PPS,0.7777777777777778
1583,2023-11-16,"#12 Molnar, Davis",(N)Liberty,3.0,L,PPS,0.7777777777777778
1584,2023-11-17,"#12 Molnar, Davis",(N)Coastal,4.0,W,PPS,0.8
1585,2023-11-19,"#12 Molnar, Davis",(N)Wyoming,5.0,L,PPS,0.8947368421052632
1586,2023-11-25,"#12 Molnar, Davis",@UAB,6.0,L,PPS,0.8947368421052632
1587,2023-11-28,"#12 Molnar, Davis",SC State,7.0,W,PPS,0.8947368421052632
1588,2023-12-02,"#12 Molnar, Davis",@Princeton,8.0,L,PPS,0.8571428571428571
1589,2023-12-04,"#12 Molnar, Davis",@Arkansas,9.0,L,PPS,0.8461538461538461
1590,2023-12-09,"#12 Molnar, Davis",,,,PPS,0.88
1591,2023-12-14,"#12 Molnar, Davis",@Tulane,11.0,L,PPS,0.9117647058823529
1592,2023-12-19,"#12 Molnar, Davis",Presbyterian,12.0,W,PPS,0.9444444444444444
1593,2023-12-30,"#12 Molnar, Davis",Anderson,13.0,L,PPS,1.0227272727272727
1594,2024-01-03,"#12 Molnar, Davis",@UNCG,14.0,L,PPS,1.0
1595,2024-01-06,"#12 Molnar, Davis",@Chattanooga,15.0,L,PPS,1.0
1596,2024-01-10,"#12 Molnar, Davis",Citadel,16.0,W,PPS,1.0192307692307692
1597,2024-01-13,"#12 Molnar, Davis",,,,PPS,1.0192307692307692
1598,2023-11-06,"#13 Hien, Garrett",NGU,1.0,W,PPS,0.3333333333333333
1599,2023-11-10,"#13 Hien, Garrett",Belmont,2.0,W,PPS,0.7619047619047619
1600,2023-11-16,"#13 Hien, Garrett",(N)Liberty,3.0,L,PPS,0.72
1601,2023-11-17,"#13 Hien, Garrett",(N)Coastal,4.0,W,PPS,0.78125
1602,2023-11-19,"#13 Hien, Garrett",(N)Wyoming,5.0,L,PPS,0.7631578947368421
1603,2023-11-25,"#13 Hien, Garrett",@UAB,6.0,L,PPS,0.7837837837837838
1604,2023-11-28,"#13 Hien, Garrett",SC State,7.0,W,PPS,0.8723404255319149
1605,2023-12-02,"#13 Hien, Garrett",@Princeton,8.0,L,PPS,0.9047619047619048
1606,2023-12-04,"#13 Hien, Garrett",@Arkansas,9.0,L,PPS,0.9054054054054054
1607,2023-12-09,"#13 Hien, Garrett",Bob Jones,10.0,W,PPS,0.9358974358974359
1608,2023-12-14,"#13 Hien, Garrett",@Tulane,11.0,L,PPS,0.9880952380952381
1609,2023-12-19,"#13 Hien, Garrett",Presbyterian,12.0,W,PPS,1.00990099009901
1610,2023-12-30,"#13 Hien, Garrett",Anderson,13.0,L,PPS,0.991869918699187
1611,2024-01-03,"#13 Hien, Garrett",@UNCG,14.0,L,PPS,0.9696969696969697
1612,2024-01-06,"#13 Hien, Garrett",@Chattanooga,15.0,L,PPS,0.9701492537313433
1613,2024-01-10,"#13 Hien, Garrett",Citadel,16.0,W,PPS,0.986013986013986
1614,2024-01-13,"#13 Hien, Garrett",ETSU,17.0,W,PPS,1.0134228187919463
1615,2023-11-06,"#15 Hughey, Tyrese",NGU,1.0,W,PPS,1.1428571428571428
1616,2023-11-10,"#15 Hughey, Tyrese",Belmont,2.0,W,PPS,1.6666666666666667
1617,2023-11-16,"#15 Hughey, Tyrese",,,,PPS,1.6666666666666667
1618,2023-11-17,"#15 Hughey, Tyrese",,,,PPS,1.6666666666666667
1619,2023-11-19,"#15 Hughey, Tyrese",(N)Wyoming,5.0,L,PPS,1.1538461538461537
1620,2023-11-25,"#15 Hughey, Tyrese",@UAB,6.0,L,PPS,1.3181818181818181
1621,2023-11-28,"#15 Hughey, Tyrese",SC State,7.0,W,PPS,1.4166666666666667
1622,2023-12-02,"#15 Hughey, Tyrese",@Princeton,8.0,L,PPS,1.4285714285714286
1623,2023-12-04,"#15 Hughey, Tyrese",@Arkansas,9.0,L,PPS,1.5
1624,2023-12-09,"#15 Hughey, Tyrese",Bob Jones,10.0,W,PPS,1.457142857142857
1625,2023-12-14,"#15 Hughey, Tyrese",@Tulane,11.0,L,PPS,1.4594594594594594
1626,2023-12-19,"#15 Hughey, Tyrese",Presbyterian,12.0,W,PPS,1.45
1627,2023-12-30,"#15 Hughey, Tyrese",Anderson,13.0,L,PPS,1.434782608695652
1628,2024-01-03,"#15 Hughey, Tyrese",@UNCG,14.0,L,PPS,1.3584905660377358
1629,2024-01-06,"#15 Hughey, Tyrese",@Chattanooga,15.0,L,PPS,1.2982456140350878
1630,2024-01-10,"#15 Hughey, Tyrese",Citadel,16.0,W,PPS,1.2615384615384615
1631,2024-01-13,"#15 Hughey, Tyrese",ETSU,17.0,W,PPS,1.2
1632,2023-11-06,"#21 Bowser, Cooper",NGU,1.0,W,PPS,1.1818181818181819
1633,2023-11-10,"#21 Bowser, Cooper",Belmont,2.0,W,PPS,1.3529411764705883
1634,2023-11-16,"#21 Bowser, Cooper",(N)Liberty,3.0,L,PPS,1.4444444444444444
1635,2023-11-17,"#21 Bowser, Cooper",(N)Coastal,4.0,W,PPS,1.4761904761904763
1636,2023-11-19,"#21 Bowser, Cooper",(N)Wyoming,5.0,L,PPS,1.3846153846153846
1637,2023-11-25,"#21 Bowser, Cooper",@UAB,6.0,L,PPS,1.4137931034482758
1638,2023-11-28,"#21 Bowser, Cooper",SC State,7.0,W,PPS,1.4137931034482758
1639,2023-12-02,"#21 Bowser, Cooper",@Princeton,8.0,L,PPS,1.4137931034482758
1640,2023-12-04,"#21 Bowser, Cooper",@Arkansas,9.0,L,PPS,1.3225806451612903
1641,2023-12-09,"#21 Bowser, Cooper",Bob Jones,10.0,W,PPS,1.40625
1642,2023-12-14,"#21 Bowser, Cooper",@Tulane,11.0,L,PPS,1.3529411764705883
1643,2023-12-19,"#21 Bowser, Cooper",Presbyterian,12.0,W,PPS,1.2972972972972974
1644,2023-12-30,"#21 Bowser, Cooper",Anderson,13.0,L,PPS,1.2619047619047619
1645,2024-01-03,"#21 Bowser, Cooper",@UNCG,14.0,L,PPS,1.22
1646,2024-01-06,"#21 Bowser, Cooper",@Chattanooga,15.0,L,PPS,1.26
1647,2024-01-10,"#21 Bowser, Cooper",Citadel,16.0,W,PPS,1.2745098039215685
1648,2024-01-13,"#21 Bowser, Cooper",ETSU,17.0,W,PPS,1.2407407407407407
1649,2023-11-06,"#24 Williams, Alex",NGU,1.0,W,PPS,0.8
1650,2023-11-10,"#24 Williams, Alex",,,,PPS,0.8
1651,2023-11-16,"#24 Williams, Alex",,,,PPS,0.8
1652,2023-11-17,"#24 Williams, Alex",,,,PPS,0.8
1653,2023-11-19,"#24 Williams, Alex",,,,PPS,0.8
1654,2023-11-25,"#24 Williams, Alex",@UAB,6.0,L,PPS,0.8695652173913043
1655,2023-11-28,"#24 Williams, Alex",SC State,7.0,W,PPS,0.8648648648648649
1656,2023-12-02,"#24 Williams, Alex",@Princeton,8.0,L,PPS,0.9574468085106383
1657,2023-12-04,"#24 Williams, Alex",@Arkansas,9.0,L,PPS,1.0483870967741935
1658,2023-12-09,"#24 Williams, Alex",Bob Jones,10.0,W,PPS,1.2151898734177216
1659,2023-12-14,"#24 Williams, Alex",@Tulane,11.0,L,PPS,1.21
1660,2023-12-19,"#24 Williams, Alex",Presbyterian,12.0,W,PPS,1.1140350877192982
1661,2023-12-30,"#24 Williams, Alex",Anderson,13.0,L,PPS,1.0901639344262295
1662,2024-01-03,"#24 Williams, Alex",,,,PPS,1.0901639344262295
1663,2024-01-06,"#24 Williams, Alex",@Chattanooga,15.0,L,PPS,1.0277777777777777
1664,2024-01-10,"#24 Williams, Alex",Citadel,16.0,W,PPS,1.0875
1665,2024-01-13,"#24 Williams, Alex",ETSU,17.0,W,PPS,1.1085714285714285
1666,2023-11-06,Team,NGU,1.0,W,PPS,0.865979381443299
1667,2023-11-10,Team,Belmont,2.0,W,PPS,0.9945652173913043
1668,2023-11-16,Team,(N)Liberty,3.0,L,PPS,0.9922779922779923
1669,2023-11-17,Team,(N)Coastal,4.0,W,PPS,1.0328358208955224
1670,2023-11-19,Team,(N)Wyoming,5.0,L,PPS,1.0296296296296297
1671,2023-11-25,Team,@UAB,6.0,L,PPS,1.0479166666666666
1672,2023-11-28,Team,SC State,7.0,W,PPS,1.0709090909090908
1673,2023-12-02,Team,@Princeton,8.0,L,PPS,1.0716612377850163
1674,2023-12-04,Team,@Arkansas,9.0,L,PPS,1.0555555555555556
1675,2023-12-09,Team,Bob Jones,10.0,W,PPS,1.0950520833333333
1676,2023-12-14,Team,@Tulane,11.0,L,PPS,1.0968858131487889
1677,2023-12-19,Team,Presbyterian,12.0,W,PPS,1.0856236786469344
1678,2023-12-30,Team,Anderson,13.0,L,PPS,1.0678952473326868
1679,2024-01-03,Team,@UNCG,14.0,L,PPS,1.0512589928057554
1680,2024-01-06,Team,@Chattanooga,15.0,L,PPS,1.0284995808885165
1681,2024-01-10,Team,Citadel,16.0,W,PPS,1.0463629096722622
1682,2024-01-13,Team,ETSU,17.0,W,PPS,1.0458646616541354
1683,2023-11-06,"#0 Smith, Pjay",NGU,1.0,W,PPP,0.12
1684,2023-11-10,"#0 Smith, Pjay",Belmont,2.0,W,PPP,0.17518248175182483
1685,2023-11-16,"#0 Smith, Pjay",(N)Liberty,3.0,L,PPP,0.1518324607329843
1686,2023-11-17,"#0 Smith, Pjay",(N)Coastal,4.0,W,PPP,0.15546218487394958
1687,2023-11-19,"#0 Smith, Pjay",(N)Wyoming,5.0,L,PPP,0.15
1688,2023-11-25,"#0 Smith, Pjay",@UAB,6.0,L,PPP,0.17484662576687116
1689,2023-11-28,"#0 Smith, Pjay",SC State,7.0,W,PPP,0.1969309462915601
1690,2023-12-02,"#0 Smith, Pjay",@Princeton,8.0,L,PPP,0.18973214285714285
1691,2023-12-04,"#0 Smith, Pjay",@Arkansas,9.0,L,PPP,0.18181818181818182
1692,2023-12-09,"#0 Smith, Pjay",Bob Jones,10.0,W,PPP,0.20267686424474188
1693,2023-12-14,"#0 Smith, Pjay",@Tulane,11.0,L,PPP,0.21393034825870647
1694,2023-12-19,"#0 Smith, Pjay",Presbyterian,12.0,W,PPP,0.2085235920852359
1695,2023-12-30,"#0 Smith, Pjay",Anderson,13.0,L,PPP,0.19972260748959778
1696,2024-01-03,"#0 Smith, Pjay",@UNCG,14.0,L,PPP,0.2108667529107374
1697,2024-01-06,"#0 Smith, Pjay",@Chattanooga,15.0,L,PPP,0.2027363184079602
1698,2024-01-10,"#0 Smith, Pjay",Citadel,16.0,W,PPP,0.20163170163170163
1699,2024-01-13,"#0 Smith, Pjay",ETSU,17.0,W,PPP,0.19640852974186307
1700,2023-11-06,"#1 Pegues, JP",,,,PPP,
1701,2023-11-10,"#1 Pegues, JP",Belmont,2.0,W,PPP,0.4339622641509434
1702,2023-11-16,"#1 Pegues, JP",(N)Liberty,3.0,L,PPP,0.39090909090909093
1703,2023-11-17,"#1 Pegues, JP",(N)Coastal,4.0,W,PPP,0.32947976878612717
1704,2023-11-19,"#1 Pegues, JP",(N)Wyoming,5.0,L,PPP,0.33905579399141633
1705,2023-11-25,"#1 Pegues, JP",@UAB,6.0,L,PPP,0.288135593220339
1706,2023-11-28,"#1 Pegues, JP",SC State,7.0,W,PPP,0.26229508196721313
1707,2023-12-02,"#1 Pegues, JP",@Princeton,8.0,L,PPP,0.25882352941176473
1708,2023-12-04,"#1 Pegues, JP",@Arkansas,9.0,L,PPP,0.2651821862348178
1709,2023-12-09,"#1 Pegues, JP",Bob Jones,10.0,W,PPP,0.27787934186471663
1710,2023-12-14,"#1 Pegues, JP",@Tulane,11.0,L,PPP,0.281055900621118
1711,2023-12-19,"#1 Pegues, JP",Presbyterian,12.0,W,PPP,0.2898134863701578
1712,2023-12-30,"#1 Pegues, JP",,,,PPP,0.2898134863701578
1713,2024-01-03,"#1 Pegues, JP",,,,PPP,0.2898134863701578
1714,2024-01-06,"#1 Pegues, JP",@Chattanooga,15.0,L,PPP,0.28608923884514437
1715,2024-01-10,"#1 Pegues, JP",Citadel,16.0,W,PPP,0.2780487804878049
1716,2024-01-13,"#1 Pegues, JP",ETSU,17.0,W,PPP,0.2857142857142857
1717,2023-11-06,"#4 VanderWal, Ben",NGU,1.0,W,PPP,0.14285714285714285
1718,2023-11-10,"#4 VanderWal, Ben",Belmont,2.0,W,PPP,0.1553398058252427
1719,2023-11-16,"#4 VanderWal, Ben",(N)Liberty,3.0,L,PPP,0.15432098765432098
1720,2023-11-17,"#4 VanderWal, Ben",,,,PPP,0.15432098765432098
1721,2023-11-19,"#4 VanderWal, Ben",(N)Wyoming,5.0,L,PPP,0.14659685863874344
1722,2023-11-25,"#4 VanderWal, Ben",,,,PPP,0.14659685863874344
1723,2023-11-28,"#4 VanderWal, Ben",,,,PPP,0.14659685863874344
1724,2023-12-02,"#4 VanderWal, Ben",@Princeton,8.0,L,PPP,0.13839285714285715
1725,2023-12-04,"#4 VanderWal, Ben",@Arkansas,9.0,L,PPP,0.15163934426229508
1726,2023-12-09,"#4 VanderWal, Ben",Bob Jones,10.0,W,PPP,0.15845070422535212
1727,2023-12-14,"#4 VanderWal, Ben",@Tulane,11.0,L,PPP,0.15359477124183007
1728,2023-12-19,"#4 VanderWal, Ben",Presbyterian,12.0,W,PPP,0.1620795107033639
1729,2023-12-30,"#4 VanderWal, Ben",Anderson,13.0,L,PPP,0.16172506738544473
1730,2024-01-03,"#4 VanderWal, Ben",@UNCG,14.0,L,PPP,0.15196078431372548
1731,2024-01-06,"#4 VanderWal, Ben",@Chattanooga,15.0,L,PPP,0.1545253863134658
1732,2024-01-10,"#4 VanderWal, Ben",Citadel,16.0,W,PPP,0.1596806387225549
1733,2024-01-13,"#4 VanderWal, Ben",ETSU,17.0,W,PPP,0.15467625899280577
1734,2023-11-06,"#5 Foster, Marcus",NGU,1.0,W,PPP,0.3090909090909091
1735,2023-11-10,"#5 Foster, Marcus",Belmont,2.0,W,PPP,0.2972972972972973
1736,2023-11-16,"#5 Foster, Marcus",(N)Liberty,3.0,L,PPP,0.3727810650887574
1737,2023-11-17,"#5 Foster, Marcus",(N)Coastal,4.0,W,PPP,0.3974358974358974
1738,2023-11-19,"#5 Foster, Marcus",(N)Wyoming,5.0,L,PPP,0.3854166666666667
1739,2023-11-25,"#5 Foster, Marcus",@UAB,6.0,L,PPP,0.3988439306358382
1740,2023-11-28,"#5 Foster, Marcus",SC State,7.0,W,PPP,0.3888888888888889
1741,2023-12-02,"#5 Foster, Marcus",@Princeton,8.0,L,PPP,0.3764988009592326
1742,2023-12-04,"#5 Foster, Marcus",,,,PPP,0.3764988009592326
1743,2023-12-09,"#5 Foster, Marcus",,,,PPP,0.3764988009592326
1744,2023-12-14,"#5 Foster, Marcus",,,,PPP,0.3764988009592326
1745,2023-12-19,"#5 Foster, Marcus",,,,PPP,0.3764988009592326
1746,2023-12-30,"#5 Foster, Marcus",,,,PPP,0.3764988009592326
1747,2024-01-03,"#5 Foster, Marcus",,,,PPP,0.3764988009592326
1748,2024-01-06,"#5 Foster, Marcus",,,,PPP,0.3764988009592326
1749,2024-01-10,"#5 Foster, Marcus",,,,PPP,0.3764988009592326
1750,2024-01-13,"#5 Foster, Marcus",,,,PPP,0.3764988009592326
1751,2023-11-06,"#11 Whitt, Carter",NGU,1.0,W,PPP,0.17857142857142858
1752,2023-11-10,"#11 Whitt, Carter",Belmont,2.0,W,PPP,0.16326530612244897
1753,2023-11-16,"#11 Whitt, Carter",(N)Liberty,3.0,L,PPP,0.1590909090909091
1754,2023-11-17,"#11 Whitt, Carter",(N)Coastal,4.0,W,PPP,0.22905027932960895
1755,2023-11-19,"#11 Whitt, Carter",(N)Wyoming,5.0,L,PPP,0.2183406113537118
1756,2023-11-25,"#11 Whitt, Carter",@UAB,6.0,L,PPP,0.21673003802281368
1757,2023-11-28,"#11 Whitt, Carter",SC State,7.0,W,PPP,0.21474358974358973
1758,2023-12-02,"#11 Whitt, Carter",@Princeton,8.0,L,PPP,0.21114369501466276
1759,2023-12-04,"#11 Whitt, Carter",@Arkansas,9.0,L,PPP,0.215
1760,2023-12-09,"#11 Whitt, Carter",Bob Jones,10.0,W,PPP,0.19911504424778761
1761,2023-12-14,"#11 Whitt, Carter",@Tulane,11.0,L,PPP,0.19140625
1762,2023-12-19,"#11 Whitt, Carter",Presbyterian,12.0,W,PPP,0.18783542039355994
1763,2023-12-30,"#11 Whitt, Carter",Anderson,13.0,L,PPP,0.18253968253968253
1764,2024-01-03,"#11 Whitt, Carter",@UNCG,14.0,L,PPP,0.2
1765,2024-01-06,"#11 Whitt, Carter",@Chattanooga,15.0,L,PPP,0.19972826086956522
1766,2024-01-10,"#11 Whitt, Carter",Citadel,16.0,W,PPP,0.19
1767,2024-01-13,"#11 Whitt, Carter",ETSU,17.0,W,PPP,0.19347319347319347
1768,2023-11-06,"#12 Molnar, Davis",NGU,1.0,W,PPP,0.16666666666666666
1769,2023-11-10,"#12 Molnar, Davis",Belmont,2.0,W,PPP,0.1076923076923077
1770,2023-11-16,"#12 Molnar, Davis",(N)Liberty,3.0,L,PPP,0.08235294117647059
1771,2023-11-17,"#12 Molnar, Davis",(N)Coastal,4.0,W,PPP,0.1016949152542373
1772,2023-11-19,"#12 Molnar, Davis",(N)Wyoming,5.0,L,PPP,0.1223021582733813
1773,2023-11-25,"#12 Molnar, Davis",@UAB,6.0,L,PPP,0.11888111888111888
1774,2023-11-28,"#12 Molnar, Davis",SC State,7.0,W,PPP,0.1118421052631579
1775,2023-12-02,"#12 Molnar, Davis",@Princeton,8.0,L,PPP,0.10975609756097561
1776,2023-12-04,"#12 Molnar, Davis",@Arkansas,9.0,L,PPP,0.10628019323671498
1777,2023-12-09,"#12 Molnar, Davis",,,,PPP,0.10628019323671498
1778,2023-12-14,"#12 Molnar, Davis",@Tulane,11.0,L,PPP,0.11877394636015326
1779,2023-12-19,"#12 Molnar, Davis",Presbyterian,12.0,W,PPP,0.11447811447811448
1780,2023-12-30,"#12 Molnar, Davis",Anderson,13.0,L,PPP,0.13196480938416422
1781,2024-01-03,"#12 Molnar, Davis",@UNCG,14.0,L,PPP,0.12928759894459102
1782,2024-01-06,"#12 Molnar, Davis",@Chattanooga,15.0,L,PPP,0.12990196078431374
1783,2024-01-10,"#12 Molnar, Davis",Citadel,16.0,W,PPP,0.1280193236714976
1784,2024-01-13,"#12 Molnar, Davis",,,,PPP,0.1280193236714976
1785,2023-11-06,"#13 Hien, Garrett",NGU,1.0,W,PPP,0.08333333333333333
1786,2023-11-10,"#13 Hien, Garrett",Belmont,2.0,W,PPP,0.19753086419753085
1787,2023-11-16,"#13 Hien, Garrett",(N)Liberty,3.0,L,PPP,0.15789473684210525
1788,2023-11-17,"#13 Hien, Garrett",(N)Coastal,4.0,W,PPP,0.14619883040935672
1789,2023-11-19,"#13 Hien, Garrett",(N)Wyoming,5.0,L,PPP,0.14646464646464646
1790,2023-11-25,"#13 Hien, Garrett",@UAB,6.0,L,PPP,0.13122171945701358
1791,2023-11-28,"#13 Hien, Garrett",SC State,7.0,W,PPP,0.14487632508833923
1792,2023-12-02,"#13 Hien, Garrett",@Princeton,8.0,L,PPP,0.1701492537313433
1793,2023-12-04,"#13 Hien, Garrett",@Arkansas,9.0,L,PPP,0.17135549872122763
1794,2023-12-09,"#13 Hien, Garrett",Bob Jones,10.0,W,PPP,0.16704805491990846
1795,2023-12-14,"#13 Hien, Garrett",@Tulane,11.0,L,PPP,0.17148760330578514
1796,2023-12-19,"#13 Hien, Garrett",Presbyterian,12.0,W,PPP,0.18994413407821228
1797,2023-12-30,"#13 Hien, Garrett",Anderson,13.0,L,PPP,0.2071307300509338
1798,2024-01-03,"#13 Hien, Garrett",@UNCG,14.0,L,PPP,0.20382165605095542
1799,2024-01-06,"#13 Hien, Garrett",@Chattanooga,15.0,L,PPP,0.19817073170731708
1800,2024-01-10,"#13 Hien, Garrett",Citadel,16.0,W,PPP,0.20494186046511628
1801,2024-01-13,"#13 Hien, Garrett",ETSU,17.0,W,PPP,0.211781206171108
1802,2023-11-06,"#15 Hughey, Tyrese",NGU,1.0,W,PPP,0.27586206896551724
1803,2023-11-10,"#15 Hughey, Tyrese",Belmont,2.0,W,PPP,0.19480519480519481
1804,2023-11-16,"#15 Hughey, Tyrese",,,,PPP,0.19480519480519481
1805,2023-11-17,"#15 Hughey, Tyrese",,,,PPP,0.19480519480519481
1806,2023-11-19,"#15 Hughey, Tyrese",(N)Wyoming,5.0,L,PPP,0.16853932584269662
1807,2023-11-25,"#15 Hughey, Tyrese",@UAB,6.0,L,PPP,0.21481481481481482
1808,2023-11-28,"#15 Hughey, Tyrese",SC State,7.0,W,PPP,0.2073170731707317
1809,2023-12-02,"#15 Hughey, Tyrese",@Princeton,8.0,L,PPP,0.21739130434782608
1810,2023-12-04,"#15 Hughey, Tyrese",@Arkansas,9.0,L,PPP,0.21739130434782608
1811,2023-12-09,"#15 Hughey, Tyrese",Bob Jones,10.0,W,PPP,0.19844357976653695
1812,2023-12-14,"#15 Hughey, Tyrese",@Tulane,11.0,L,PPP,0.18685121107266436
1813,2023-12-19,"#15 Hughey, Tyrese",Presbyterian,12.0,W,PPP,0.1870967741935484
1814,2023-12-30,"#15 Hughey, Tyrese",Anderson,13.0,L,PPP,0.19469026548672566
1815,2024-01-03,"#15 Hughey, Tyrese",@UNCG,14.0,L,PPP,0.1875
1816,2024-01-06,"#15 Hughey, Tyrese",@Chattanooga,15.0,L,PPP,0.17577197149643706
