,sheet_name,Player_Name,Opponent,Game#,Result,metric,val
748,2023-11-06,"#0 Smith, Pjay",NGU,1.0,W,EFG%,0.4
749,2023-11-10,"#0 Smith, Pjay",Belmont,2.0,W,EFG%,0.625
750,2023-11-16,"#0 Smith, Pjay",(N)Liberty,3.0,L,EFG%,0.5434782608695652
751,2023-11-17,"#0 Smith, Pjay",(N)Coastal,4.0,W,EFG%,0.532258064516129
752,2023-11-19,"#0 Smith, Pjay",(N)Wyoming,5.0,L,EFG%,0.5588235294117647
753,2023-11-25,"#0 Smith, Pjay",@UAB,6.0,L,EFG%,0.5952380952380952
754,2023-11-28,"#0 Smith, Pjay",SC State,7.0,W,EFG%,0.6730769230769231
755,2023-12-02,"#0 Smith, Pjay",@Princeton,8.0,L,EFG%,0.6440677966101694
756,2023-12-04,"#0 Smith, Pjay",@Arkansas,9.0,L,EFG%,0.6076923076923076
757,2023-12-09,"#0 Smith, Pjay",Bob Jones,10.0,W,EFG%,0.6
758,2023-12-14,"#0 Smith, Pjay",@Tulane,11.0,L,EFG%,0.6210526315789474
759,2023-12-19,"#0 Smith, Pjay",Presbyterian,12.0,W,EFG%,0.5833333333333334
760,2023-12-30,"#0 Smith, Pjay",Anderson,13.0,L,EFG%,0.559322033898305
761,2024-01-03,"#0 Smith, Pjay",@UNCG,14.0,L,EFG%,0.5398550724637681
762,2024-01-06,"#0 Smith, Pjay",@Chattanooga,15.0,L,EFG%,0.5283687943262412
763,2024-01-10,"#0 Smith, Pjay",Citadel,16.0,W,EFG%,0.5230263157894737
764,2024-01-13,"#0 Smith, Pjay",ETSU,17.0,W,EFG%,0.5162337662337663
765,2023-11-06,"#1 Pegues, JP",,,,EFG%,
766,2023-11-10,"#1 Pegues, JP",Belmont,2.0,W,EFG%,0.6538461538461539
767,2023-11-16,"#1 Pegues, JP",(N)Liberty,3.0,L,EFG%,0.5576923076923077
768,2023-11-17,"#1 Pegues, JP",(N)Coastal,4.0,W,EFG%,0.6029411764705882
769,2023-11-19,"#1 Pegues, JP",(N)Wyoming,5.0,L,EFG%,0.5454545454545454
770,2023-11-25,"#1 Pegues, JP",@UAB,6.0,L,EFG%,0.5
771,2023-11-28,"#1 Pegues, JP",SC State,7.0,W,EFG%,0.5
772,2023-12-02,"#1 Pegues, JP",@Princeton,8.0,L,EFG%,0.5
773,2023-12-04,"#1 Pegues, JP",@Arkansas,9.0,L,EFG%,0.4846938775510204
774,2023-12-09,"#1 Pegues, JP",Bob Jones,10.0,W,EFG%,0.5178571428571429
775,2023-12-14,"#1 Pegues, JP",@Tulane,11.0,L,EFG%,0.5265151515151515
776,2023-12-19,"#1 Pegues, JP",Presbyterian,12.0,W,EFG%,0.5451388888888888
777,2023-12-30,"#1 Pegues, JP",,,,EFG%,0.5451388888888888
778,2024-01-03,"#1 Pegues, JP",,,,EFG%,0.5451388888888888
779,2024-01-06,"#1 Pegues, JP",@Chattanooga,15.0,L,EFG%,0.5121212121212121
780,2024-01-10,"#1 Pegues, JP",Citadel,16.0,W,EFG%,0.514367816091954
781,2024-01-13,"#1 Pegues, JP",ETSU,17.0,W,EFG%,0.5052910052910053
782,2023-11-06,"#4 VanderWal, Ben",NGU,1.0,W,EFG%,0.42857142857142855
783,2023-11-10,"#4 VanderWal, Ben",Belmont,2.0,W,EFG%,0.4
784,2023-11-16,"#4 VanderWal, Ben",(N)Liberty,3.0,L,EFG%,0.4
785,2023-11-17,"#4 VanderWal, Ben",,,,EFG%,0.4
786,2023-11-19,"#4 VanderWal, Ben",(N)Wyoming,5.0,L,EFG%,0.41304347826086957
787,2023-11-25,"#4 VanderWal, Ben",,,,EFG%,0.41304347826086957
788,2023-11-28,"#4 VanderWal, Ben",,,,EFG%,0.41304347826086957
789,2023-12-02,"#4 VanderWal, Ben",@Princeton,8.0,L,EFG%,0.3620689655172414
790,2023-12-04,"#4 VanderWal, Ben",@Arkansas,9.0,L,EFG%,0.36764705882352944
791,2023-12-09,"#4 VanderWal, Ben",Bob Jones,10.0,W,EFG%,0.375
792,2023-12-14,"#4 VanderWal, Ben",@Tulane,11.0,L,EFG%,0.36585365853658536
793,2023-12-19,"#4 VanderWal, Ben",Presbyterian,12.0,W,EFG%,0.3488372093023256
794,2023-12-30,"#4 VanderWal, Ben",Anderson,13.0,L,EFG%,0.35106382978723405
795,2024-01-03,"#4 VanderWal, Ben",@UNCG,14.0,L,EFG%,0.35714285714285715
796,2024-01-06,"#4 VanderWal, Ben",@Chattanooga,15.0,L,EFG%,0.36363636363636365
797,2024-01-10,"#4 VanderWal, Ben",Citadel,16.0,W,EFG%,0.4032258064516129
798,2024-01-13,"#4 VanderWal, Ben",ETSU,17.0,W,EFG%,0.4090909090909091
799,2023-11-06,"#5 Foster, Marcus",NGU,1.0,W,EFG%,0.43333333333333335
800,2023-11-10,"#5 Foster, Marcus",Belmont,2.0,W,EFG%,0.5
801,2023-11-16,"#5 Foster, Marcus",(N)Liberty,3.0,L,EFG%,0.5681818181818182
802,2023-11-17,"#5 Foster, Marcus",(N)Coastal,4.0,W,EFG%,0.5671641791044776
803,2023-11-19,"#5 Foster, Marcus",(N)Wyoming,5.0,L,EFG%,0.5632911392405063
804,2023-11-25,"#5 Foster, Marcus",@UAB,6.0,L,EFG%,0.5677083333333334
805,2023-11-28,"#5 Foster, Marcus",SC State,7.0,W,EFG%,0.5535714285714286
806,2023-12-02,"#5 Foster, Marcus",@Princeton,8.0,L,EFG%,0.5521739130434783
807,2023-12-04,"#5 Foster, Marcus",,,,EFG%,0.5521739130434783
808,2023-12-09,"#5 Foster, Marcus",,,,EFG%,0.5521739130434783
809,2023-12-14,"#5 Foster, Marcus",,,,EFG%,0.5521739130434783
810,2023-12-19,"#5 Foster, Marcus",,,,EFG%,0.5521739130434783
811,2023-12-30,"#5 Foster, Marcus",,,,EFG%,0.5521739130434783
812,2024-01-03,"#5 Foster, Marcus",,,,EFG%,0.5521739130434783
813,2024-01-06,"#5 Foster, Marcus",,,,EFG%,0.5521739130434783
814,2024-01-10,"#5 Foster, Marcus",,,,EFG%,0.5521739130434783
815,2024-01-13,"#5 Foster, Marcus",,,,EFG%,0.5521739130434783
816,2023-11-06,"#11 Whitt, Carter",NGU,1.0,W,EFG%,0.5833333333333334
817,2023-11-10,"#11 Whitt, Carter",Belmont,2.0,W,EFG%,0.4642857142857143
818,2023-11-16,"#11 Whitt, Carter",(N)Liberty,3.0,L,EFG%,0.40476190476190477
819,2023-11-17,"#11 Whitt, Carter",(N)Coastal,4.0,W,EFG%,0.5147058823529411
820,2023-11-19,"#11 Whitt, Carter",(N)Wyoming,5.0,L,EFG%,0.5238095238095238
821,2023-11-25,"#11 Whitt, Carter",@UAB,6.0,L,EFG%,0.53125
822,2023-11-28,"#11 Whitt, Carter",SC State,7.0,W,EFG%,0.5272727272727272
823,2023-12-02,"#11 Whitt, Carter",@Princeton,8.0,L,EFG%,0.5431034482758621
824,2023-12-04,"#11 Whitt, Carter",@Arkansas,9.0,L,EFG%,0.5135135135135135
825,2023-12-09,"#11 Whitt, Carter",Bob Jones,10.0,W,EFG%,0.4878048780487805
826,2023-12-14,"#11 Whitt, Carter",@Tulane,11.0,L,EFG%,0.4631578947368421
827,2023-12-19,"#11 Whitt, Carter",Presbyterian,12.0,W,EFG%,0.4563106796116505
828,2023-12-30,"#11 Whitt, Carter",Anderson,13.0,L,EFG%,0.4469026548672566
829,2024-01-03,"#11 Whitt, Carter",@UNCG,14.0,L,EFG%,0.42105263157894735
830,2024-01-06,"#11 Whitt, Carter",@Chattanooga,15.0,L,EFG%,0.4154929577464789
831,2024-01-10,"#11 Whitt, Carter",Citadel,16.0,W,EFG%,0.41836734693877553
832,2024-01-13,"#11 Whitt, Carter",ETSU,17.0,W,EFG%,0.42628205128205127
833,2023-11-06,"#12 Molnar, Davis",NGU,1.0,W,EFG%,1.0
834,2023-11-10,"#12 Molnar, Davis",Belmont,2.0,W,EFG%,0.4
835,2023-11-16,"#12 Molnar, Davis",(N)Liberty,3.0,L,EFG%,0.2857142857142857
836,2023-11-17,"#12 Molnar, Davis",(N)Coastal,4.0,W,EFG%,0.3
837,2023-11-19,"#12 Molnar, Davis",(N)Wyoming,5.0,L,EFG%,0.39285714285714285
838,2023-11-25,"#12 Molnar, Davis",@UAB,6.0,L,EFG%,0.39285714285714285
839,2023-11-28,"#12 Molnar, Davis",SC State,7.0,W,EFG%,0.39285714285714285
840,2023-12-02,"#12 Molnar, Davis",@Princeton,8.0,L,EFG%,0.39285714285714285
841,2023-12-04,"#12 Molnar, Davis",@Arkansas,9.0,L,EFG%,0.4166666666666667
842,2023-12-09,"#12 Molnar, Davis",,,,EFG%,0.4166666666666667
843,2023-12-14,"#12 Molnar, Davis",@Tulane,11.0,L,EFG%,0.4791666666666667
844,2023-12-19,"#12 Molnar, Davis",Presbyterian,12.0,W,EFG%,0.5
845,2023-12-30,"#12 Molnar, Davis",Anderson,13.0,L,EFG%,0.55
846,2024-01-03,"#12 Molnar, Davis",@UNCG,14.0,L,EFG%,0.5303030303030303
847,2024-01-06,"#12 Molnar, Davis",@Chattanooga,15.0,L,EFG%,0.5138888888888888
848,2024-01-10,"#12 Molnar, Davis",Citadel,16.0,W,EFG%,0.5138888888888888
849,2024-01-13,"#12 Molnar, Davis",,,,EFG%,0.5138888888888888
850,2023-11-06,"#13 Hien, Garrett",NGU,1.0,W,EFG%,0.0
851,2023-11-10,"#13 Hien, Garrett",Belmont,2.0,W,EFG%,0.46153846153846156
852,2023-11-16,"#13 Hien, Garrett",(N)Liberty,3.0,L,EFG%,0.4375
853,2023-11-17,"#13 Hien, Garrett",(N)Coastal,4.0,W,EFG%,0.45454545454545453
854,2023-11-19,"#13 Hien, Garrett",(N)Wyoming,5.0,L,EFG%,0.41379310344827586
855,2023-11-25,"#13 Hien, Garrett",@UAB,6.0,L,EFG%,0.4
856,2023-11-28,"#13 Hien, Garrett",SC State,7.0,W,EFG%,0.4722222222222222
857,2023-12-02,"#13 Hien, Garrett",@Princeton,8.0,L,EFG%,0.5333333333333333
858,2023-12-04,"#13 Hien, Garrett",@Arkansas,9.0,L,EFG%,0.5277777777777778
859,2023-12-09,"#13 Hien, Garrett",Bob Jones,10.0,W,EFG%,0.5163934426229508
860,2023-12-14,"#13 Hien, Garrett",@Tulane,11.0,L,EFG%,0.5289855072463768
861,2023-12-19,"#13 Hien, Garrett",Presbyterian,12.0,W,EFG%,0.5555555555555556
862,2023-12-30,"#13 Hien, Garrett",Anderson,13.0,L,EFG%,0.5473684210526316
863,2024-01-03,"#13 Hien, Garrett",@UNCG,14.0,L,EFG%,0.5238095238095238
864,2024-01-06,"#13 Hien, Garrett",@Chattanooga,15.0,L,EFG%,0.509090909090909
865,2024-01-10,"#13 Hien, Garrett",Citadel,16.0,W,EFG%,0.5258620689655172
866,2024-01-13,"#13 Hien, Garrett",ETSU,17.0,W,EFG%,0.5409836065573771
867,2023-11-06,"#15 Hughey, Tyrese",NGU,1.0,W,EFG%,0.7
868,2023-11-10,"#15 Hughey, Tyrese",Belmont,2.0,W,EFG%,0.875
869,2023-11-16,"#15 Hughey, Tyrese",,,,EFG%,0.875
870,2023-11-17,"#15 Hughey, Tyrese",,,,EFG%,0.875
871,2023-11-19,"#15 Hughey, Tyrese",(N)Wyoming,5.0,L,EFG%,0.5833333333333334
872,2023-11-25,"#15 Hughey, Tyrese",@UAB,6.0,L,EFG%,0.7105263157894737
873,2023-11-28,"#15 Hughey, Tyrese",SC State,7.0,W,EFG%,0.7045454545454546
874,2023-12-02,"#15 Hughey, Tyrese",@Princeton,8.0,L,EFG%,0.7291666666666666
875,2023-12-04,"#15 Hughey, Tyrese",@Arkansas,9.0,L,EFG%,0.7692307692307693
876,2023-12-09,"#15 Hughey, Tyrese",Bob Jones,10.0,W,EFG%,0.7419354838709677
877,2023-12-14,"#15 Hughey, Tyrese",@Tulane,11.0,L,EFG%,0.7424242424242424
878,2023-12-19,"#15 Hughey, Tyrese",Presbyterian,12.0,W,EFG%,0.7361111111111112
879,2023-12-30,"#15 Hughey, Tyrese",Anderson,13.0,L,EFG%,0.7375
880,2024-01-03,"#15 Hughey, Tyrese",@UNCG,14.0,L,EFG%,0.6956521739130435
881,2024-01-06,"#15 Hughey, Tyrese",@Chattanooga,15.0,L,EFG%,0.673469387755102
882,2024-01-10,"#15 Hughey, Tyrese",Citadel,16.0,W,EFG%,0.6636363636363637
883,2024-01-13,"#15 Hughey, Tyrese",ETSU,17.0,W,EFG%,0.6209677419354839
884,2023-11-06,"#21 Bowser, Cooper",NGU,1.0,W,EFG%,0.7142857142857143
885,2023-11-10,"#21 Bowser, Cooper",Belmont,2.0,W,EFG%,0.7142857142857143
886,2023-11-16,"#21 Bowser, Cooper",(N)Liberty,3.0,L,EFG%,0.7333333333333333
887,2023-11-17,"#21 Bowser, Cooper",(N)Coastal,4.0,W,EFG%,0.7647058823529411
888,2023-11-19,"#21 Bowser, Cooper",(N)Wyoming,5.0,L,EFG%,0.75
889,2023-11-25,"#21 Bowser, Cooper",@UAB,6.0,L,EFG%,0.7727272727272727
890,2023-11-28,"#21 Bowser, Cooper",SC State,7.0,W,EFG%,0.7727272727272727
891,2023-12-02,"#21 Bowser, Cooper",@Princeton,8.0,L,EFG%,0.7727272727272727
892,2023-12-04,"#21 Bowser, Cooper",@Arkansas,9.0,L,EFG%,0.7083333333333334
893,2023-12-09,"#21 Bowser, Cooper",Bob Jones,10.0,W,EFG%,0.72
894,2023-12-14,"#21 Bowser, Cooper",@Tulane,11.0,L,EFG%,0.72
895,2023-12-19,"#21 Bowser, Cooper",Presbyterian,12.0,W,EFG%,0.7307692307692307
896,2023-12-30,"#21 Bowser, Cooper",Anderson,13.0,L,EFG%,0.7407407407407407
897,2024-01-03,"#21 Bowser, Cooper",@UNCG,14.0,L,EFG%,0.7419354838709677
898,2024-01-06,"#21 Bowser, Cooper",@Chattanooga,15.0,L,EFG%,0.75
899,2024-01-10,"#21 Bowser, Cooper",Citadel,16.0,W,EFG%,0.7575757575757576
900,2024-01-13,"#21 Bowser, Cooper",ETSU,17.0,W,EFG%,0.7222222222222222
901,2023-11-06,"#24 Williams, Alex",NGU,1.0,W,EFG%,0.25
902,2023-11-10,"#24 Williams, Alex",,,,EFG%,0.25
903,2023-11-16,"#24 Williams, Alex",,,,EFG%,0.25
904,2023-11-17,"#24 Williams, Alex",,,,EFG%,0.25
905,2023-11-19,"#24 Williams, Alex",,,,EFG%,0.25
906,2023-11-25,"#24 Williams, Alex",@UAB,6.0,L,EFG%,0.5
907,2023-11-28,"#24 Williams, Alex",SC State,7.0,W,EFG%,0.46296296296296297
908,2023-12-02,"#24 Williams, Alex",@Princeton,8.0,L,EFG%,0.5138888888888888
909,2023-12-04,"#24 Williams, Alex",@Arkansas,9.0,L,EFG%,0.5490196078431373
910,2023-12-09,"#24 Williams, Alex",Bob Jones,10.0,W,EFG%,0.6142857142857143
911,2023-12-14,"#24 Williams, Alex",@Tulane,11.0,L,EFG%,0.6190476190476191
912,2023-12-19,"#24 Williams, Alex",Presbyterian,12.0,W,EFG%,0.5760869565217391
913,2023-12-30,"#24 Williams, Alex",Anderson,13.0,L,EFG%,0.56
914,2024-01-03,"#24 Williams, Alex",,,,EFG%,0.56
915,2024-01-06,"#24 Williams, Alex",@Chattanooga,15.0,L,EFG%,0.5211864406779662
916,2024-01-10,"#24 Williams, Alex",Citadel,16.0,W,EFG%,0.556390977443609
917,2024-01-13,"#24 Williams, Alex",ETSU,17.0,W,EFG%,0.565068493150685
918,2023-11-06,Team,NGU,1.0,W,EFG%,0.4830508474576271
919,2023-11-10,Team,Belmont,2.0,W,EFG%,0.5492424242424242
920,2023-11-16,Team,(N)Liberty,3.0,L,EFG%,0.527027027027027
921,2023-11-17,Team,(N)Coastal,4.0,W,EFG%,0.5463709677419355
922,2023-11-19,Team,(N)Wyoming,5.0,L,EFG%,0.5319488817891374
923,2023-11-25,Team,@UAB,6.0,L,EFG%,0.543010752688172
924,2023-11-28,Team,SC State,7.0,W,EFG%,0.5504587155963303
925,2023-12-02,Team,@Princeton,8.0,L,EFG%,0.5523613963039015
926,2023-12-04,Team,@Arkansas,9.0,L,EFG%,0.5410714285714285
927,2023-12-09,Team,Bob Jones,10.0,W,EFG%,0.5486656200941915
928,2023-12-14,Team,@Tulane,11.0,L,EFG%,0.5523743016759777
929,2023-12-19,Team,Presbyterian,12.0,W,EFG%,0.5476804123711341
930,2023-12-30,Team,Anderson,13.0,L,EFG%,0.5420673076923077
931,2024-01-03,Team,@UNCG,14.0,L,EFG%,0.5301003344481605
932,2024-01-06,Team,@Chattanooga,15.0,L,EFG%,0.5139751552795031
933,2024-01-10,Team,Citadel,16.0,W,EFG%,0.5224171539961013
934,2024-01-13,Team,ETSU,17.0,W,EFG%,0.5211981566820276
935,2023-11-06,"#0 Smith, Pjay",NGU,1.0,W,3PT%,0.0
936,2023-11-10,"#0 Smith, Pjay",Belmont,2.0,W,3PT%,0.2857142857142857
937,2023-11-16,"#0 Smith, Pjay",(N)Liberty,3.0,L,3PT%,0.25
938,2023-11-17,"#0 Smith, Pjay",(N)Coastal,4.0,W,3PT%,0.2777777777777778
939,2023-11-19,"#0 Smith, Pjay",(N)Wyoming,5.0,L,3PT%,0.3
940,2023-11-25,"#0 Smith, Pjay",@UAB,6.0,L,3PT%,0.3333333333333333
941,2023-11-28,"#0 Smith, Pjay",SC State,7.0,W,3PT%,0.42424242424242425
942,2023-12-02,"#0 Smith, Pjay",@Princeton,8.0,L,3PT%,0.41025641025641024
943,2023-12-04,"#0 Smith, Pjay",@Arkansas,9.0,L,3PT%,0.40476190476190477
944,2023-12-09,"#0 Smith, Pjay",Bob Jones,10.0,W,3PT%,0.39285714285714285
945,2023-12-14,"#0 Smith, Pjay",@Tulane,11.0,L,3PT%,0.4117647058823529
946,2023-12-19,"#0 Smith, Pjay",Presbyterian,12.0,W,3PT%,0.38461538461538464
947,2023-12-30,"#0 Smith, Pjay",Anderson,13.0,L,3PT%,0.36585365853658536
948,2024-01-03,"#0 Smith, Pjay",@UNCG,14.0,L,3PT%,0.3684210526315789
949,2024-01-06,"#0 Smith, Pjay",@Chattanooga,15.0,L,3PT%,0.36082474226804123
950,2024-01-10,"#0 Smith, Pjay",Citadel,16.0,W,3PT%,0.3490566037735849
951,2024-01-13,"#0 Smith, Pjay",ETSU,17.0,W,3PT%,0.34579439252336447
952,2023-11-06,"#1 Pegues, JP",,,,3PT%,
953,2023-11-10,"#1 Pegues, JP",Belmont,2.0,W,3PT%,0.42857142857142855
954,2023-11-16,"#1 Pegues, JP",(N)Liberty,3.0,L,3PT%,0.4166666666666667
955,2023-11-17,"#1 Pegues, JP",(N)Coastal,4.0,W,3PT%,0.47368421052631576
956,2023-11-19,"#1 Pegues, JP",(N)Wyoming,5.0,L,3PT%,0.4
957,2023-11-25,"#1 Pegues, JP",@UAB,6.0,L,3PT%,0.34285714285714286
958,2023-11-28,"#1 Pegues, JP",SC State,7.0,W,3PT%,0.32432432432432434
959,2023-12-02,"#1 Pegues, JP",@Princeton,8.0,L,3PT%,0.32558139534883723
960,2023-12-04,"#1 Pegues, JP",@Arkansas,9.0,L,3PT%,0.3269230769230769
961,2023-12-09,"#1 Pegues, JP",Bob Jones,10.0,W,3PT%,0.3492063492063492
962,2023-12-14,"#1 Pegues, JP",@Tulane,11.0,L,3PT%,0.3717948717948718
963,2023-12-19,"#1 Pegues, JP",Presbyterian,12.0,W,3PT%,0.37349397590361444
964,2023-12-30,"#1 Pegues, JP",,,,3PT%,0.37349397590361444
965,2024-01-03,"#1 Pegues, JP",,,,3PT%,0.37349397590361444
966,2024-01-06,"#1 Pegues, JP",@Chattanooga,15.0,L,3PT%,0.34065934065934067
967,2024-01-10,"#1 Pegues, JP",Citadel,16.0,W,3PT%,0.336734693877551
968,2024-01-13,"#1 Pegues, JP",ETSU,17.0,W,3PT%,0.3333333333333333
969,2023-11-06,"#4 VanderWal, Ben",NGU,1.0,W,3PT%,0.0
970,2023-11-10,"#4 VanderWal, Ben",Belmont,2.0,W,3PT%,0.0
971,2023-11-16,"#4 VanderWal, Ben",(N)Liberty,3.0,L,3PT%,0.0
972,2023-11-17,"#4 VanderWal, Ben",,,,3PT%,0.0
973,2023-11-19,"#4 VanderWal, Ben",(N)Wyoming,5.0,L,3PT%,0.09090909090909091
974,2023-11-25,"#4 VanderWal, Ben",,,,3PT%,0.09090909090909091
975,2023-11-28,"#4 VanderWal, Ben",,,,3PT%,0.09090909090909091
976,2023-12-02,"#4 VanderWal, Ben",@Princeton,8.0,L,3PT%,0.07692307692307693
977,2023-12-04,"#4 VanderWal, Ben",@Arkansas,9.0,L,3PT%,0.06666666666666667
978,2023-12-09,"#4 VanderWal, Ben",Bob Jones,10.0,W,3PT%,0.1111111111111111
979,2023-12-14,"#4 VanderWal, Ben",@Tulane,11.0,L,3PT%,0.1111111111111111
980,2023-12-19,"#4 VanderWal, Ben",Presbyterian,12.0,W,3PT%,0.1
981,2023-12-30,"#4 VanderWal, Ben",Anderson,13.0,L,3PT%,0.13043478260869565
982,2024-01-03,"#4 VanderWal, Ben",@UNCG,14.0,L,3PT%,0.125
983,2024-01-06,"#4 VanderWal, Ben",@Chattanooga,15.0,L,3PT%,0.14285714285714285
984,2024-01-10,"#4 VanderWal, Ben",Citadel,16.0,W,3PT%,0.13793103448275862
985,2024-01-13,"#4 VanderWal, Ben",ETSU,17.0,W,3PT%,0.13333333333333333
986,2023-11-06,"#5 Foster, Marcus",NGU,1.0,W,3PT%,0.14285714285714285
987,2023-11-10,"#5 Foster, Marcus",Belmont,2.0,W,3PT%,0.3125
988,2023-11-16,"#5 Foster, Marcus",(N)Liberty,3.0,L,3PT%,0.36363636363636365
989,2023-11-17,"#5 Foster, Marcus",(N)Coastal,4.0,W,3PT%,0.3125
990,2023-11-19,"#5 Foster, Marcus",(N)Wyoming,5.0,L,3PT%,0.2972972972972973
991,2023-11-25,"#5 Foster, Marcus",@UAB,6.0,L,3PT%,0.29545454545454547
992,2023-11-28,"#5 Foster, Marcus",SC State,7.0,W,3PT%,0.27450980392156865
993,2023-12-02,"#5 Foster, Marcus",@Princeton,8.0,L,3PT%,0.2830188679245283
994,2023-12-04,"#5 Foster, Marcus",,,,3PT%,0.2830188679245283
995,2023-12-09,"#5 Foster, Marcus",,,,3PT%,0.2830188679245283
996,2023-12-14,"#5 Foster, Marcus",,,,3PT%,0.2830188679245283
997,2023-12-19,"#5 Foster, Marcus",,,,3PT%,0.2830188679245283
998,2023-12-30,"#5 Foster, Marcus",,,,3PT%,0.2830188679245283
999,2024-01-03,"#5 Foster, Marcus",,,,3PT%,0.2830188679245283
1000,2024-01-06,"#5 Foster, Marcus",,,,3PT%,0.2830188679245283
1001,2024-01-10,"#5 Foster, Marcus",,,,3PT%,0.2830188679245283
1002,2024-01-13,"#5 Foster, Marcus",,,,3PT%,0.2830188679245283
1003,2023-11-06,"#11 Whitt, Carter",NGU,1.0,W,3PT%,0.5
1004,2023-11-10,"#11 Whitt, Carter",Belmont,2.0,W,3PT%,0.3333333333333333
1005,2023-11-16,"#11 Whitt, Carter",(N)Liberty,3.0,L,3PT%,0.16666666666666666
1006,2023-11-17,"#11 Whitt, Carter",(N)Coastal,4.0,W,3PT%,0.3333333333333333
1007,2023-11-19,"#11 Whitt, Carter",(N)Wyoming,5.0,L,3PT%,0.3
1008,2023-11-25,"#11 Whitt, Carter",@UAB,6.0,L,3PT%,0.3333333333333333
1009,2023-11-28,"#11 Whitt, Carter",SC State,7.0,W,3PT%,0.32
1010,2023-12-02,"#11 Whitt, Carter",@Princeton,8.0,L,3PT%,0.3333333333333333
1011,2023-12-04,"#11 Whitt, Carter",@Arkansas,9.0,L,3PT%,0.3448275862068966
1012,2023-12-09,"#11 Whitt, Carter",Bob Jones,10.0,W,3PT%,0.29411764705882354
1013,2023-12-14,"#11 Whitt, Carter",@Tulane,11.0,L,3PT%,0.2777777777777778
1014,2023-12-19,"#11 Whitt, Carter",Presbyterian,12.0,W,3PT%,0.2631578947368421
1015,2023-12-30,"#11 Whitt, Carter",Anderson,13.0,L,3PT%,0.2619047619047619
1016,2024-01-03,"#11 Whitt, Carter",@UNCG,14.0,L,3PT%,0.23529411764705882
1017,2024-01-06,"#11 Whitt, Carter",@Chattanooga,15.0,L,3PT%,0.25
1018,2024-01-10,"#11 Whitt, Carter",Citadel,16.0,W,3PT%,0.2542372881355932
1019,2024-01-13,"#11 Whitt, Carter",ETSU,17.0,W,3PT%,0.25
1020,2023-11-06,"#12 Molnar, Davis",NGU,1.0,W,3PT%,
1021,2023-11-10,"#12 Molnar, Davis",Belmont,2.0,W,3PT%,0.0
1022,2023-11-16,"#12 Molnar, Davis",(N)Liberty,3.0,L,3PT%,0.0
1023,2023-11-17,"#12 Molnar, Davis",(N)Coastal,4.0,W,3PT%,0.0
1024,2023-11-19,"#12 Molnar, Davis",(N)Wyoming,5.0,L,3PT%,0.16666666666666666
1025,2023-11-25,"#12 Molnar, Davis",@UAB,6.0,L,3PT%,0.16666666666666666
1026,2023-11-28,"#12 Molnar, Davis",SC State,7.0,W,3PT%,0.16666666666666666
1027,2023-12-02,"#12 Molnar, Davis",@Princeton,8.0,L,3PT%,0.16666666666666666
1028,2023-12-04,"#12 Molnar, Davis",@Arkansas,9.0,L,3PT%,0.14285714285714285
1029,2023-12-09,"#12 Molnar, Davis",,,,3PT%,0.14285714285714285
1030,2023-12-14,"#12 Molnar, Davis",@Tulane,11.0,L,3PT%,0.1111111111111111
1031,2023-12-19,"#12 Molnar, Davis",Presbyterian,12.0,W,3PT%,0.1111111111111111
1032,2023-12-30,"#12 Molnar, Davis",Anderson,13.0,L,3PT%,0.1111111111111111
1033,2024-01-03,"#12 Molnar, Davis",@UNCG,14.0,L,3PT%,0.1
1034,2024-01-06,"#12 Molnar, Davis",@Chattanooga,15.0,L,3PT%,0.09090909090909091
1035,2024-01-10,"#12 Molnar, Davis",Citadel,16.0,W,3PT%,0.09090909090909091
1036,2024-01-13,"#12 Molnar, Davis",,,,3PT%,0.09090909090909091
1037,2023-11-06,"#13 Hien, Garrett",NGU,1.0,W,3PT%,0.0
1038,2023-11-10,"#13 Hien, Garrett",Belmont,2.0,W,3PT%,0.4
1039,2023-11-16,"#13 Hien, Garrett",(N)Liberty,3.0,L,3PT%,0.2857142857142857
1040,2023-11-17,"#13 Hien, Garrett",(N)Coastal,4.0,W,3PT%,0.2222222222222222
1041,2023-11-19,"#13 Hien, Garrett",(N)Wyoming,5.0,L,3PT%,0.16666666666666666
1042,2023-11-25,"#13 Hien, Garrett",@UAB,6.0,L,3PT%,0.16666666666666666
1043,2023-11-28,"#13 Hien, Garrett",SC State,7.0,W,3PT%,0.16666666666666666
1044,2023-12-02,"#13 Hien, Garrett",@Princeton,8.0,L,3PT%,0.16666666666666666
1045,2023-12-04,"#13 Hien, Garrett",@Arkansas,9.0,L,3PT%,0.21428571428571427
1046,2023-12-09,"#13 Hien, Garrett",Bob Jones,10.0,W,3PT%,0.2
1047,2023-12-14,"#13 Hien, Garrett",@Tulane,11.0,L,3PT%,0.1875
1048,2023-12-19,"#13 Hien, Garrett",Presbyterian,12.0,W,3PT%,0.23529411764705882
1049,2023-12-30,"#13 Hien, Garrett",Anderson,13.0,L,3PT%,0.17391304347826086
1050,2024-01-03,"#13 Hien, Garrett",@UNCG,14.0,L,3PT%,0.15384615384615385
1051,2024-01-06,"#13 Hien, Garrett",@Chattanooga,15.0,L,3PT%,0.14814814814814814
1052,2024-01-10,"#13 Hien, Garrett",Citadel,16.0,W,3PT%,0.14814814814814814
1053,2024-01-13,"#13 Hien, Garrett",ETSU,17.0,W,3PT%,0.2
